C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_40_522.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_40_522.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_40_522.jpg, 0, 0, 0, 8.031838E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_40_625.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_40_625.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_40_625.jpg, 0, 0, 0, 8.026944E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_40_725.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_40_725.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_40_725.jpg, 0, 0, 0, 8.160435E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_40_829.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_40_829.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_40_829.jpg, 0, 0, 0, 8.078059E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_40_930.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_40_930.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_40_930.jpg, 0, 0, 0, 8.029839E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_41_034.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_41_034.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_41_034.jpg, 0, 0, 0, 8.037697E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_41_136.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_41_136.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_41_136.jpg, 0, 0, 0, 8.025634E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_41_240.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_41_240.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_41_240.jpg, 0, 0, 0, 8.000544E-05
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_41_345.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_41_345.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_41_345.jpg, 0, 0.2971458, 0, 0.2016977
C:\Users\Oscar\Desktop\Driving Data\IMG\center_2019_09_03_12_03_41_446.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\left_2019_09_03_12_03_41_446.jpg, C:\Users\Oscar\Desktop\Driving Data\IMG\right_2019_09_03_12_03_41_446.jpg, 0, 0.6017635, 0, 0.7792456
